v	i
0.09575075347891315	-0.0000387299518395453
0.09541899599351567	-0.00007439513822845392
0.09376020856652822	-0.0000387299518395453
0.09376020856652822	-0.00007439513822845392
0.09342845108113074	-0.00011006032461736253
0.09342845108113074	-0.0000387299518395453
0.09409196605192571	-0.00007439513822845392
0.09376020856652822	-0.0000387299518395453
0.09376020856652822	-0.00011006032461736253
0.09409196605192571	-0.00007439513822845392
0.09376020856652822	-0.00007439513822845392
0.0944237235373232	-0.0000387299518395453
0.09309669359573325	-0.0000387299518395453
0.09342845108113074	-0.0000387299518395453
0.09309669359573325	-0.00007439513822845392
0.09342845108113074	-0.00007439513822845392
0.09376020856652822	-0.00007439513822845392
0.09342845108113074	-0.00007439513822845392
0.09376020856652822	-0.00007439513822845392
0.09376020856652822	-0.00007439513822845392
0.09376020856652822	-0.0000387299518395453
0.09342845108113074	-0.0000387299518395453
0.09376020856652822	-0.0000387299518395453
0.0944237235373232	-0.00011006032461736253
0.09376020856652822	-0.00007439513822845392
0.09342845108113074	-0.00007439513822845392
0.09044263371255346	-0.00011006032461736253
0.09143790616874581	-0.00007439513822845392
0.09110614868334843	-0.00007439513822845392
0.09077439119795094	-0.00007439513822845392
0.09077439119795094	-0.00007439513822845392
0.09143790616874581	-0.00007439513822845392
0.09110614868334843	-0.0000387299518395453
0.09110614868334843	-0.00007439513822845392
0.09077439119795094	-0.0000387299518395453
0.09143790616874581	-0.00007439513822845392
0.09143790616874581	-0.00007439513822845392
0.09077439119795094	-0.0000387299518395453
0.08878384628556601	-0.00007439513822845392
0.08878384628556601	-0.0000387299518395453
0.0891156037709635	-0.00007439513822845392
0.08878384628556601	-0.00007439513822845392
0.08944736125636099	-0.00007439513822845392
0.08878384628556601	-0.00007439513822845392
0.08878384628556601	-0.00007439513822845392
0.08878384628556601	-0.00007439513822845392
0.08878384628556601	-0.0000387299518395453
0.08878384628556601	-0.00007439513822845392
0.08878384628556601	-0.00011006032461736253
0.08944736125636099	-0.0000387299518395453
0.08612978640238611	-0.00007439513822845392
0.0864615438877836	-0.00007439513822845392
0.08546627143159113	-0.0000387299518395453
0.08612978640238611	-0.00007439513822845392
0.08612978640238611	-0.00007439513822845392
0.08612978640238611	-0.00007439513822845392
0.08612978640238611	-0.00007439513822845392
0.08679330137318109	-0.00007439513822845392
0.08612978640238611	-0.00007439513822845392
0.08612978640238611	-0.00007439513822845392
0.08679330137318109	-0.00011006032461736253
0.08612978640238611	-0.00007439513822845392
0.0838074840046038	-0.00007439513822845392
0.08447099897539878	-0.00007439513822845392
0.08447099897539878	-0.00007439513822845392
0.08447099897539878	-0.0000387299518395453
0.08447099897539878	-0.00007439513822845392
0.08480275646079616	-0.00007439513822845392
0.08447099897539878	-0.00007439513822845392
0.08480275646079616	-0.0000387299518395453
0.08447099897539878	-0.00007439513822845392
0.08447099897539878	-0.00011006032461736253
0.08447099897539878	-0.00007439513822845392
0.08480275646079616	-0.00007439513822845392
0.08248045406301385	-0.0000387299518395453
0.08214869657761636	-0.0000387299518395453
0.08214869657761636	-0.00007439513822845392
0.08214869657761636	-0.00007439513822845392
0.08214869657761636	-0.0000387299518395453
0.08248045406301385	-0.0000030647654506366855
0.08248045406301385	-0.00007439513822845392
0.08214869657761636	-0.00007439513822845392
0.08248045406301385	-0.00007439513822845392
